date,country,p_distance,sample_size,year_month_day
2021-04-03,China,0.002596154775038847,NA,2021-04-03
2021-04-04,China,0.002734801817658776,NA,2021-04-04
2021-04-05,China,0.002873448860278705,NA,2021-04-05
2021-04-06,China,0.0030120959028986333,NA,2021-04-06
2021-04-07,China,0.003150742945518562,NA,2021-04-07
2021-04-08,China,0.0032893899881384905,NA,2021-04-08
2021-04-09,China,0.0034280370307584193,NA,2021-04-09
2021-04-10,China,0.003566684073378348,NA,2021-04-10
2021-04-11,China,0.0037053311159982766,NA,2021-04-11
2021-04-12,China,0.003843978158618205,NA,2021-04-12
2021-04-13,China,0.003982625201238134,NA,2021-04-13
2021-04-14,China,0.004121272243858063,NA,2021-04-14
2021-04-15,China,0.0042599192864779915,NA,2021-04-15
2021-04-16,China,0.00439856632909792,NA,2021-04-16
2021-04-17,China,0.004537213371717849,NA,2021-04-17
2021-04-18,China,0.004675860414337777,NA,2021-04-18
2021-04-19,China,0.004814507456957706,NA,2021-04-19
2021-04-20,China,0.004953154499577634,NA,2021-04-20
2021-04-21,China,0.005091801542197563,NA,2021-04-21
2021-04-22,China,0.005230448584817492,NA,2021-04-22
2021-04-23,China,0.0053690956274374205,NA,2021-04-23
2021-04-24,China,0.005507742670057349,NA,2021-04-24
2021-04-25,China,0.005646389712677278,NA,2021-04-25
2021-04-26,China,0.005785036755297207,NA,2021-04-26
2021-04-27,China,0.005923683797917136,NA,2021-04-27
2021-04-28,China,0.006062330840537064,NA,2021-04-28
2021-04-29,China,0.006200977883156993,NA,2021-04-29
2021-04-30,China,0.006339624925776921,NA,2021-04-30
2021-05-01,China,0.00647827196839685,NA,2021-05-01
2021-05-02,China,0.006517464620340837,NA,2021-05-02
2021-05-03,China,0.006556657272284822,NA,2021-05-03
2021-05-04,China,0.006595849924228808,NA,2021-05-04
2021-05-05,China,0.006635042576172793,NA,2021-05-05
2021-05-06,China,0.0066742352281167795,NA,2021-05-06
2021-05-07,China,0.006713427880060765,NA,2021-05-07
2021-05-08,China,0.006752620532004751,NA,2021-05-08
2021-05-09,China,0.006791813183948737,NA,2021-05-09
2021-05-10,China,0.0068310058358927225,NA,2021-05-10
2021-05-11,China,0.006870198487836709,NA,2021-05-11
2021-05-12,China,0.006909391139780694,NA,2021-05-12
2021-05-13,China,0.00694858379172468,NA,2021-05-13
2021-05-14,China,0.006987776443668666,NA,2021-05-14
2021-05-15,China,0.007026969095612652,NA,2021-05-15
2021-05-16,China,0.007066161747556638,NA,2021-05-16
2021-05-17,China,0.007105354399500623,NA,2021-05-17
2021-05-18,China,0.007144547051444609,NA,2021-05-18
2021-05-19,China,0.007183739703388595,NA,2021-05-19
2021-05-20,China,0.007222932355332581,NA,2021-05-20
2021-05-21,China,0.007262125007276567,NA,2021-05-21
2021-05-22,China,0.007301317659220552,NA,2021-05-22
2021-05-23,China,0.007340510311164538,NA,2021-05-23
2021-05-24,China,0.007379702963108524,NA,2021-05-24
2021-05-25,China,0.00741889561505251,NA,2021-05-25
2021-05-26,China,0.007458088266996496,NA,2021-05-26
2021-05-27,China,0.007497280918940481,NA,2021-05-27
2021-05-28,China,0.0075364735708844674,NA,2021-05-28
2021-05-29,China,0.007575666222828453,NA,2021-05-29
2021-05-30,China,0.007614858874772439,NA,2021-05-30
2021-05-31,China,0.007654051526716424,NA,2021-05-31
2021-06-01,China,0.00769324417866041,NA,2021-06-01
2021-06-02,China,0.007618250202033311,NA,2021-06-02
2021-06-03,China,0.007543256225406211,NA,2021-06-03
2021-06-04,China,0.007468262248779112,NA,2021-06-04
2021-06-05,China,0.007393268272152012,NA,2021-06-05
2021-06-06,China,0.007318274295524912,NA,2021-06-06
2021-06-07,China,0.007243280318897812,NA,2021-06-07
2021-06-08,China,0.007168286342270713,NA,2021-06-08
2021-06-09,China,0.007093292365643613,NA,2021-06-09
2021-06-10,China,0.0070182983890165135,NA,2021-06-10
2021-06-11,China,0.006943304412389413,NA,2021-06-11
2021-06-12,China,0.006868310435762314,NA,2021-06-12
2021-06-13,China,0.006793316459135214,NA,2021-06-13
2021-06-14,China,0.006718322482508115,NA,2021-06-14
2021-06-15,China,0.006643328505881015,NA,2021-06-15
2021-06-16,China,0.006568334529253915,NA,2021-06-16
2021-06-17,China,0.006493340552626816,NA,2021-06-17
2021-06-18,China,0.006418346575999716,NA,2021-06-18
2021-06-19,China,0.006343352599372617,NA,2021-06-19
2021-06-20,China,0.0062683586227455165,NA,2021-06-20
2021-06-21,China,0.006193364646118417,NA,2021-06-21
2021-06-22,China,0.006118370669491317,NA,2021-06-22
2021-06-23,China,0.006043376692864218,NA,2021-06-23
2021-06-24,China,0.005968382716237118,NA,2021-06-24
2021-06-25,China,0.0058933887396100185,NA,2021-06-25
2021-06-26,China,0.005818394762982918,NA,2021-06-26
2021-06-27,China,0.005743400786355819,NA,2021-06-27
2021-06-28,China,0.005668406809728719,NA,2021-06-28
2021-06-29,China,0.00559341283310162,NA,2021-06-29
2021-06-30,China,0.00551841885647452,NA,2021-06-30
2021-07-01,China,0.00544342487984742,NA,2021-07-01
2021-07-02,China,0.0053537377813497435,NA,2021-07-02
2021-07-03,China,0.005264050682852067,NA,2021-07-03
2021-07-04,China,0.00517436358435439,NA,2021-07-04
2021-07-05,China,0.005084676485856713,NA,2021-07-05
2021-07-06,China,0.004994989387359036,NA,2021-07-06
2021-07-07,China,0.00490530228886136,NA,2021-07-07
2021-07-08,China,0.004815615190363683,NA,2021-07-08
2021-07-09,China,0.004725928091866006,NA,2021-07-09
2021-07-10,China,0.004636240993368329,NA,2021-07-10
2021-07-11,China,0.0045465538948706525,NA,2021-07-11
2021-07-12,China,0.004456866796372976,NA,2021-07-12
2021-07-13,China,0.004367179697875299,NA,2021-07-13
2021-07-14,China,0.004277492599377622,NA,2021-07-14
2021-07-15,China,0.004187805500879945,NA,2021-07-15
2021-07-16,China,0.0040981184023822686,NA,2021-07-16
2021-07-17,China,0.004008431303884592,NA,2021-07-17
2021-07-18,China,0.003918744205386915,NA,2021-07-18
2021-07-19,China,0.003829057106889238,NA,2021-07-19
2021-07-20,China,0.0037393700083915614,NA,2021-07-20
2021-07-21,China,0.0036496829098938846,NA,2021-07-21
2021-07-22,China,0.003559995811396208,NA,2021-07-22
2021-07-23,China,0.003470308712898531,NA,2021-07-23
2021-07-24,China,0.0033806216144008543,NA,2021-07-24
2021-07-25,China,0.0032909345159031775,NA,2021-07-25
2021-07-26,China,0.0032012474174055007,NA,2021-07-26
2021-07-27,China,0.003111560318907824,NA,2021-07-27
2021-07-28,China,0.003021873220410147,NA,2021-07-28
2021-07-29,China,0.0029321861219124704,NA,2021-07-29
2021-07-30,China,0.0028424990234147936,NA,2021-07-30
2021-07-31,China,0.002752811924917117,NA,2021-07-31
2021-08-01,China,0.00266312482641944,NA,2021-08-01
2021-08-02,China,0.0026103258061624082,NA,2021-08-02
2021-08-03,China,0.002557526785905376,NA,2021-08-03
2021-08-04,China,0.002504727765648344,NA,2021-08-04
2021-08-05,China,0.0024519287453913124,NA,2021-08-05
2021-08-06,China,0.0023991297251342806,NA,2021-08-06
2021-08-07,China,0.0023463307048772484,NA,2021-08-07
2021-08-08,China,0.0022935316846202165,NA,2021-08-08
2021-08-09,China,0.0022407326643631847,NA,2021-08-09
2021-08-10,China,0.0021879336441061525,NA,2021-08-10
2021-08-11,China,0.0021351346238491207,NA,2021-08-11
2021-08-12,China,0.002082335603592089,NA,2021-08-12
2021-08-13,China,0.0020295365833350567,NA,2021-08-13
2021-08-14,China,0.001976737563078025,NA,2021-08-14
2021-08-15,China,0.001923938542820993,NA,2021-08-15
2021-08-16,China,0.0018711395225639608,NA,2021-08-16
2021-08-17,China,0.001818340502306929,NA,2021-08-17
2021-08-18,China,0.0017655414820498972,NA,2021-08-18
2021-08-19,China,0.001712742461792865,NA,2021-08-19
2021-08-20,China,0.0016599434415358332,NA,2021-08-20
2021-08-21,China,0.0016071444212788014,NA,2021-08-21
2021-08-22,China,0.0015543454010217693,NA,2021-08-22
2021-08-23,China,0.0015015463807647373,NA,2021-08-23
2021-08-24,China,0.0014487473605077055,NA,2021-08-24
2021-08-25,China,0.0013959483402506735,NA,2021-08-25
2021-08-26,China,0.0013431493199936417,NA,2021-08-26
2021-08-27,China,0.0012903502997366097,NA,2021-08-27
2021-08-28,China,0.0012375512794795776,NA,2021-08-28
2021-08-29,China,0.0011847522592225458,NA,2021-08-29
2021-08-30,China,0.001131953238965514,NA,2021-08-30
2021-08-31,China,0.0010791542187084818,NA,2021-08-31
2021-09-01,China,0.00102635519845145,NA,2021-09-01
2021-09-02,China,0.001028394802080632,NA,2021-09-02
2021-09-03,China,0.001030434405709814,NA,2021-09-03
2021-09-04,China,0.001032474009338996,NA,2021-09-04
2021-09-05,China,0.001034513612968178,NA,2021-09-05
2021-09-06,China,0.00103655321659736,NA,2021-09-06
2021-09-07,China,0.001038592820226542,NA,2021-09-07
2021-09-08,China,0.001040632423855724,NA,2021-09-08
2021-09-09,China,0.001042672027484906,NA,2021-09-09
2021-09-10,China,0.001044711631114088,NA,2021-09-10
2021-09-11,China,0.00104675123474327,NA,2021-09-11
2021-09-12,China,0.001048790838372452,NA,2021-09-12
2021-09-13,China,0.001050830442001634,NA,2021-09-13
2021-09-14,China,0.001052870045630816,NA,2021-09-14
2021-09-15,China,0.0010549096492599981,NA,2021-09-15
2021-09-16,China,0.00105694925288918,NA,2021-09-16
2021-09-17,China,0.001058988856518362,NA,2021-09-17
2021-09-18,China,0.001061028460147544,NA,2021-09-18
2021-09-19,China,0.001063068063776726,NA,2021-09-19
2021-09-20,China,0.0010651076674059081,NA,2021-09-20
2021-09-21,China,0.00106714727103509,NA,2021-09-21
2021-09-22,China,0.001069186874664272,NA,2021-09-22
2021-09-23,China,0.001071226478293454,NA,2021-09-23
2021-09-24,China,0.001073266081922636,NA,2021-09-24
2021-09-25,China,0.0010753056855518181,NA,2021-09-25
2021-09-26,China,0.001077345289181,NA,2021-09-26
2021-09-27,China,0.001079384892810182,NA,2021-09-27
2021-09-28,China,0.0010814244964393641,NA,2021-09-28
2021-09-29,China,0.001083464100068546,NA,2021-09-29
2021-09-30,China,0.0010855037036977282,NA,2021-09-30
2021-10-01,China,0.00108754330732691,NA,2021-10-01
2021-10-02,China,0.0010601530795484597,NA,2021-10-02
2021-10-03,China,0.0010327628517700093,NA,2021-10-03
2021-10-04,China,0.0010053726239915592,NA,2021-10-04
2021-10-05,China,9.779823962131088e-4,NA,2021-10-05
2021-10-06,China,9.505921684346585e-4,NA,2021-10-06
2021-10-07,China,9.232019406562081e-4,NA,2021-10-07
2021-10-08,China,8.958117128777577e-4,NA,2021-10-08
2021-10-09,China,8.684214850993075e-4,NA,2021-10-09
2021-10-10,China,8.410312573208571e-4,NA,2021-10-10
2021-10-11,China,8.136410295424069e-4,NA,2021-10-11
2021-10-12,China,7.862508017639565e-4,NA,2021-10-12
2021-10-13,China,7.588605739855061e-4,NA,2021-10-13
2021-10-14,China,7.314703462070558e-4,NA,2021-10-14
2021-10-15,China,7.040801184286055e-4,NA,2021-10-15
2021-10-16,China,6.766898906501551e-4,NA,2021-10-16
2021-10-17,China,6.492996628717049e-4,NA,2021-10-17
2021-10-18,China,6.219094350932545e-4,NA,2021-10-18
2021-10-19,China,5.945192073148042e-4,NA,2021-10-19
2021-10-20,China,5.671289795363539e-4,NA,2021-10-20
2021-10-21,China,5.397387517579035e-4,NA,2021-10-21
2021-10-22,China,5.123485239794533e-4,NA,2021-10-22
2021-10-23,China,4.849582962010029e-4,NA,2021-10-23
2021-10-24,China,4.5756806842255256e-4,NA,2021-10-24
2021-10-25,China,4.301778406441023e-4,NA,2021-10-25
2021-10-26,China,4.0278761286565194e-4,NA,2021-10-26
2021-10-27,China,3.7539738508720157e-4,NA,2021-10-27
2021-10-28,China,3.480071573087513e-4,NA,2021-10-28
2021-10-29,China,3.2061692953030095e-4,NA,2021-10-29
2021-10-30,China,2.932267017518507e-4,NA,2021-10-30
2021-10-31,China,2.658364739734002e-4,NA,2021-10-31
2021-11-01,China,2.3844624619495e-4,NA,2021-11-01
2021-11-02,China,0.0017365055519392544,NA,2021-11-02
2021-11-03,China,0.003234564857683559,NA,2021-11-03
2021-11-04,China,0.004732624163427863,NA,2021-11-04
2021-11-05,China,0.006230683469172167,NA,2021-11-05
2021-11-06,China,0.0077287427749164715,NA,2021-11-06
2021-11-07,China,0.009226802080660776,NA,2021-11-07
2021-11-08,China,0.01072486138640508,NA,2021-11-08
2021-11-09,China,0.012222920692149385,NA,2021-11-09
2021-11-10,China,0.013720979997893689,NA,2021-11-10
2021-11-11,China,0.015219039303637993,NA,2021-11-11
2021-11-12,China,0.016717098609382298,NA,2021-11-12
2021-11-13,China,0.018215157915126602,NA,2021-11-13
2021-11-14,China,0.019713217220870907,NA,2021-11-14
2021-11-15,China,0.02121127652661521,NA,2021-11-15
2021-11-16,China,0.022709335832359515,NA,2021-11-16
2021-11-17,China,0.02420739513810382,NA,2021-11-17
2021-11-18,China,0.025705454443848124,NA,2021-11-18
2021-11-19,China,0.02720351374959243,NA,2021-11-19
2021-11-20,China,0.028701573055336733,NA,2021-11-20
2021-11-21,China,0.030199632361081037,NA,2021-11-21
2021-11-22,China,0.03169769166682534,NA,2021-11-22
2021-11-23,China,0.033195750972569646,NA,2021-11-23
2021-11-24,China,0.034693810278313954,NA,2021-11-24
2021-11-25,China,0.036191869584058255,NA,2021-11-25
2021-11-26,China,0.03768992888980256,NA,2021-11-26
2021-11-27,China,0.03918798819554686,NA,2021-11-27
2021-11-28,China,0.04068604750129117,NA,2021-11-28
2021-11-29,China,0.04218410680703547,NA,2021-11-29
2021-11-30,China,0.04368216611277978,NA,2021-11-30
2021-12-01,China,0.04518022541852408,NA,2021-12-01
2021-12-02,China,0.045200839899054115,NA,2021-12-02
2021-12-03,China,0.04522145437958415,NA,2021-12-03
2021-12-04,China,0.04524206886011418,NA,2021-12-04
2021-12-05,China,0.04526268334064421,NA,2021-12-05
2021-12-06,China,0.04528329782117425,NA,2021-12-06
2021-12-07,China,0.04530391230170428,NA,2021-12-07
2021-12-08,China,0.045324526782234316,NA,2021-12-08
2021-12-09,China,0.045345141262764344,NA,2021-12-09
2021-12-10,China,0.04536575574329438,NA,2021-12-10
2021-12-11,China,0.04538637022382441,NA,2021-12-11
2021-12-12,China,0.04540698470435445,NA,2021-12-12
2021-12-13,China,0.04542759918488448,NA,2021-12-13
2021-12-14,China,0.04544821366541451,NA,2021-12-14
2021-12-15,China,0.045468828145944544,NA,2021-12-15
2021-12-16,China,0.04548944262647458,NA,2021-12-16
2021-12-17,China,0.04551005710700461,NA,2021-12-17
2021-12-18,China,0.04553067158753465,NA,2021-12-18
2021-12-19,China,0.04555128606806468,NA,2021-12-19
2021-12-20,China,0.04557190054859471,NA,2021-12-20
2021-12-21,China,0.045592515029124744,NA,2021-12-21
2021-12-22,China,0.04561312950965478,NA,2021-12-22
2021-12-23,China,0.045633743990184814,NA,2021-12-23
2021-12-24,China,0.04565435847071485,NA,2021-12-24
2021-12-25,China,0.045674972951244876,NA,2021-12-25
2021-12-26,China,0.04569558743177491,NA,2021-12-26
2021-12-27,China,0.045716201912304945,NA,2021-12-27
2021-12-28,China,0.04573681639283498,NA,2021-12-28
2021-12-29,China,0.045757430873365014,NA,2021-12-29
2021-12-30,China,0.04577804535389504,NA,2021-12-30
2021-12-31,China,0.045798659834425076,NA,2021-12-31
2022-01-01,China,0.04581927431495511,NA,2022-01-01
2022-01-02,China,0.04580560318852903,NA,2022-01-02
2022-01-03,China,0.04579193206210296,NA,2022-01-03
2022-01-04,China,0.045778260935676884,NA,2022-01-04
2022-01-05,China,0.04576458980925081,NA,2022-01-05
2022-01-06,China,0.045750918682824736,NA,2022-01-06
2022-01-07,China,0.04573724755639866,NA,2022-01-07
2022-01-08,China,0.04572357642997258,NA,2022-01-08
2022-01-09,China,0.04570990530354651,NA,2022-01-09
2022-01-10,China,0.04569623417712043,NA,2022-01-10
2022-01-11,China,0.045682563050694354,NA,2022-01-11
2022-01-12,China,0.04566889192426828,NA,2022-01-12
2022-01-13,China,0.045655220797842205,NA,2022-01-13
2022-01-14,China,0.04564154967141613,NA,2022-01-14
2022-01-15,China,0.04562787854499006,NA,2022-01-15
2022-01-16,China,0.04561420741856398,NA,2022-01-16
2022-01-17,China,0.0456005362921379,NA,2022-01-17
2022-01-18,China,0.045586865165711823,NA,2022-01-18
2022-01-19,China,0.04557319403928575,NA,2022-01-19
2022-01-20,China,0.045559522912859675,NA,2022-01-20
2022-01-21,China,0.0455458517864336,NA,2022-01-21
2022-01-22,China,0.045532180660007526,NA,2022-01-22
2022-01-23,China,0.04551850953358145,NA,2022-01-23
2022-01-24,China,0.04550483840715537,NA,2022-01-24
2022-01-25,China,0.0454911672807293,NA,2022-01-25
2022-01-26,China,0.04547749615430322,NA,2022-01-26
2022-01-27,China,0.045463825027877144,NA,2022-01-27
2022-01-28,China,0.045450153901451074,NA,2022-01-28
2022-01-29,China,0.045436482775024996,NA,2022-01-29
2022-01-30,China,0.04542281164859892,NA,2022-01-30
2022-01-31,China,0.04540914052217285,NA,2022-01-31
2022-02-01,China,0.04539546939574677,NA,2022-02-01
2022-02-02,China,0.04497492416911079,NA,2022-02-02
2022-02-03,China,0.04455437894247481,NA,2022-02-03
2022-02-04,China,0.04413383371583883,NA,2022-02-04
2022-02-05,China,0.04371328848920285,NA,2022-02-05
2022-02-06,China,0.043292743262566866,NA,2022-02-06
2022-02-07,China,0.042872198035930884,NA,2022-02-07
2022-02-08,China,0.04245165280929491,NA,2022-02-08
2022-02-09,China,0.042031107582658926,NA,2022-02-09
2022-02-10,China,0.041610562356022944,NA,2022-02-10
2022-02-11,China,0.04119001712938697,NA,2022-02-11
2022-02-12,China,0.04076947190275099,NA,2022-02-12
2022-02-13,China,0.040348926676115004,NA,2022-02-13
2022-02-14,China,0.03992838144947902,NA,2022-02-14
2022-02-15,China,0.03950783622284304,NA,2022-02-15
2022-02-16,China,0.039087290996207065,NA,2022-02-16
2022-02-17,China,0.03866674576957108,NA,2022-02-17
2022-02-18,China,0.0382462005429351,NA,2022-02-18
2022-02-19,China,0.03782565531629912,NA,2022-02-19
2022-02-20,China,0.03740511008966314,NA,2022-02-20
2022-02-21,China,0.03698456486302716,NA,2022-02-21
2022-02-22,China,0.03656401963639118,NA,2022-02-22
2022-02-23,China,0.0361434744097552,NA,2022-02-23
2022-02-24,China,0.03572292918311922,NA,2022-02-24
2022-02-25,China,0.03530238395648324,NA,2022-02-25
2022-02-26,China,0.03488183872984726,NA,2022-02-26
2022-02-27,China,0.03446129350321128,NA,2022-02-27
2022-02-28,China,0.0340407482765753,NA,2022-02-28
2022-03-01,China,0.03362020304993932,NA,2022-03-01
2022-03-02,China,0.03309501317321971,NA,2022-03-02
2022-03-03,China,0.03256982329650011,NA,2022-03-03
2022-03-04,China,0.0320446334197805,NA,2022-03-04
2022-03-05,China,0.031519443543060896,NA,2022-03-05
2022-03-06,China,0.030994253666341287,NA,2022-03-06
2022-03-07,China,0.030469063789621678,NA,2022-03-07
2022-03-08,China,0.029943873912902073,NA,2022-03-08
2022-03-09,China,0.029418684036182467,NA,2022-03-09
2022-03-10,China,0.02889349415946286,NA,2022-03-10
2022-03-11,China,0.028368304282743256,NA,2022-03-11
2022-03-12,China,0.027843114406023647,NA,2022-03-12
2022-03-13,China,0.027317924529304042,NA,2022-03-13
2022-03-14,China,0.026792734652584436,NA,2022-03-14
2022-03-15,China,0.026267544775864828,NA,2022-03-15
2022-03-16,China,0.025742354899145222,NA,2022-03-16
2022-03-17,China,0.025217165022425617,NA,2022-03-17
2022-03-18,China,0.02469197514570601,NA,2022-03-18
2022-03-19,China,0.024166785268986402,NA,2022-03-19
2022-03-20,China,0.023641595392266797,NA,2022-03-20
2022-03-21,China,0.02311640551554719,NA,2022-03-21
2022-03-22,China,0.022591215638827586,NA,2022-03-22
2022-03-23,China,0.022066025762107977,NA,2022-03-23
2022-03-24,China,0.02154083588538837,NA,2022-03-24
2022-03-25,China,0.021015646008668766,NA,2022-03-25
2022-03-26,China,0.02049045613194916,NA,2022-03-26
2022-03-27,China,0.01996526625522955,NA,2022-03-27
2022-03-28,China,0.019440076378509946,NA,2022-03-28
2022-03-29,China,0.01891488650179034,NA,2022-03-29
2022-03-30,China,0.018389696625070735,NA,2022-03-30
2022-03-31,China,0.017864506748351126,NA,2022-03-31
2022-04-01,China,0.01733931687163152,NA,2022-04-01
2022-04-02,China,0.0169336323975725,NA,2022-04-02
2022-04-03,China,0.01652794792351348,NA,2022-04-03
2022-04-04,China,0.016122263449454458,NA,2022-04-04
2022-04-05,China,0.015716578975395433,NA,2022-04-05
2022-04-06,China,0.015310894501336412,NA,2022-04-06
2022-04-07,China,0.01490521002727739,NA,2022-04-07
2022-04-08,China,0.01449952555321837,NA,2022-04-08
2022-04-09,China,0.014093841079159347,NA,2022-04-09
2022-04-10,China,0.013688156605100326,NA,2022-04-10
2022-04-11,China,0.013282472131041305,NA,2022-04-11
2022-04-12,China,0.012876787656982282,NA,2022-04-12
2022-04-13,China,0.01247110318292326,NA,2022-04-13
2022-04-14,China,0.01206541870886424,NA,2022-04-14
2022-04-15,China,0.011659734234805218,NA,2022-04-15
2022-04-16,China,0.011254049760746196,NA,2022-04-16
2022-04-17,China,0.010848365286687173,NA,2022-04-17
2022-04-18,China,0.010442680812628152,NA,2022-04-18
2022-04-19,China,0.01003699633856913,NA,2022-04-19
2022-04-20,China,0.00963131186451011,NA,2022-04-20
2022-04-21,China,0.009225627390451088,NA,2022-04-21
2022-04-22,China,0.008819942916392065,NA,2022-04-22
2022-04-23,China,0.008414258442333044,NA,2022-04-23
2022-04-24,China,0.008008573968274021,NA,2022-04-24
2022-04-25,China,0.007602889494215,NA,2022-04-25
2022-04-26,China,0.0071972050201559775,NA,2022-04-26
2022-04-27,China,0.006791520546096956,NA,2022-04-27
2022-04-28,China,0.006385836072037935,NA,2022-04-28
2022-04-29,China,0.005980151597978914,NA,2022-04-29
2022-04-30,China,0.005574467123919891,NA,2022-04-30
2022-05-01,China,0.00516878264986087,NA,2022-05-01
2022-05-02,China,0.005253875585755535,NA,2022-05-02
2022-05-03,China,0.0053389685216502,NA,2022-05-03
2022-05-04,China,0.005424061457544865,NA,2022-05-04
